retailer_name,retailer_lat,retailer_long,retailer_category,ride_type,retailer_product_name,retailer_product_target_age,retailer_product_target_gender,retailer_product_discount
Shaheen Complex - I. I. Chundrigar Road - Karachi,24.8509,67.0192,,,,,,
Jauhar Chowrangi - Jauhar Chowrangi Road - Gulistan-e-Johar - Karachi - Sindh,24.9121,67.1256,,,,,,
Jason Coastal View Apartments - Gulshan-e-Iqbal - Karachi - Sindh,24.8096,67.0195,,,,,,
Block 4 - Gulistan-e-Jauhar - Karachi,24.9303,67.1375,,,,,,
Inaaya - Khayaban-e-Seher - Defence Housing Authority - Karachi - Sindh,24.8154,67.0703,,,,,,
Lucky Star Chowrangi - Saddar Town - Karachi - Sindh,24.8571,67.0332,,,,,,
Crystal Spring Water - Karachi - Sindh,24.8748,67.0261,,,,,,
Bab-ul-Islam Park - North Karachi Township - Karachi - Sindh,24.9756,67.0545,,,,,,
10th Street East - Karachi,24.8422,67.0703,,,,,,
Dawood Public School - Gulshan-e-Iqbal - Karachi - Sindh,24.8886,67.0701,,,,,,
S.M Public Academy - North Nazimabad - Karachi - Sindh,24.9498,67.0551,,,,,,
Shah Nizar Appartment - Jamshed Town - Karachi - Sindh,24.8844,67.0332,,,,,,
DHA Sport Club - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7794,67.0908,,,,,,
MCB Bank - Main Dawood Chowrangi - Landhi - Karachi,24.8513,67.208,,,,,,
Okra - - Karachi,24.8192,67.0396,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.878,67.0644,,,,,,
Markazi Imambargah Jaffer e Tayyar Society - Malir Cantonment - Karachi - Sindh,24.8842,67.1996,,,,,,
Masjid Gulshan E Farooq 7d 2 - North Karachi Township - Karachi - Sindh,24.9681,67.0508,,,,,,
GlaxoSmithKline Pakistan Limited - Dockyard Road - Keamari Town - Karachi - Sindh,24.8439,66.9774,,,,,,
Teen Talwar - Kheyaban-e-Iqbal Road - Clifton - Karachi - Sindh,24.834,67.0337,,,,,,
Block H - North Nazimabad - Karachi,24.9363,67.0487,,,,,,
IL POSTO caff� & ristorante - Defence Housing Authority - Karachi - Sindh,24.7966,67.0504,,,,,,
B Street - Karachi,24.7985,67.0408,,,,,,
CC Center Hyderi - Service Road - North Nazimabad - Karachi - Sindh,24.939,67.045,,,,,,
Lyari Expressway - Karachi,24.9221,67.082,,,,,,
Pizza Point - North Nazimabad - Karachi - Sindh,24.9387,67.0525,,,,,,
Liaquat College Of Medicine and Dentistry - Abul Asar Hafeez Jalandhari Road - Gulistan-e-Johar - Karachi - Sindh,24.9143,67.1272,,,,,,
Designer Wear Karachi Pakistan - North Nazimabad - Karachi - Sindh,24.9359,67.0426,,,,,,
Hyderi Sweets - North Nazimabad - Karachi - Sindh,24.9366,67.0415,,,,,,
Azizia Masjid Nazimabad No 1 - Nazimabad - Karachi - Sindh,24.9097,67.0233,,,,,,
Khalid Bin Waleed Road Tyre Market - Khalid Bin Walid Road - Jamshed Town - Karachi - Sindh,24.8681,67.0531,,,,,,
Ideal Bakery - 26th Street - Defence Housing Authority - Karachi - Sindh,24.8064,67.0395,,,,,,
TCS Head Office - Shahrah-e-Faisal Road - P.E.C.H.S - Karachi,24.864,67.0705,,,,,,
Dhoraji Uncle Gola - Ghazi Salahuddin Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8902,67.0775,,,,,,
Karachi Zoo - Shahrah-e-Firdousi - Garden - Karachi,24.8748,67.0249,,,,,,
Regional Passport Office Saddar - Saddar Town - Karachi - Sindh,24.8579,67.0233,,,,,,
Maskan Apartments - Gulshan-e-Iqbal - Karachi - Sindh,24.9347,67.1041,,,,,,
Haq Square Apartment - Karachi,24.8795,67.0356,,,,,,
Darul Sehat Hospital - Abul Asar Hafeez Jalandhari Road - Gulistan-e-Johar - Karachi - Sindh,24.9143,67.1272,,,,,,
Bright Star Grammar School - Landhi - Karachi - Sindh,24.8466,67.2047,,,,,,
Sector 31B - Karachi,24.8301,67.1064,,,,,,
Bara Market - North Nazimabad - Karachi - Sindh,24.9371,67.0444,,,,,,
Kababjees Muhammad Ali Society - Ghazi Salahuddin Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8751,67.0879,,,,,,
Building Center - Shahrah-e-Faisal Service Road North - Jamshed Town - Karachi - Sindh,24.8655,67.0771,,,,,,
Preedy Police Station - Saddar Town - Karachi - Sindh,24.8618,67.0217,,,,,,
The Burger Factory - Lane 9 - Defence Housing Authority - Karachi - Sindh,24.7921,67.0664,,,,,,
Hbl plaza - I.I Chundrigar Road - Saddar Town - Karachi - Sindh,24.8498,67.0076,,,,,,
Arizona Grill - Shahrah-e-Qaideen - Jamshed Town - Karachi - Sindh,24.8623,67.0578,,,,,,
Khayban-e-Rahat - DHA Phase 6 - Karachi,24.7972,67.0573,,,,,,
aaaaa - Near MAS Food Corner,24.9815,67.061,,,,,,
Habib Bank - Techno Universal Road - Burmah Shell Society - Karachi,24.9256,67.0329,,,,,,
Rashid Minhas Road - Karachi,24.9248,67.0907,,,,,,
Hum Network Limited - I.I Chundrigar Road - Saddar Town - Karachi - Sindh,24.8498,67.0176,,,,,,
Dewa Academy - Gulshan-e-Iqbal - Karachi - Sindh,24.9301,67.091,,,,,,
Taj Medical Complex - Garden Road - Karachi,24.8677,67.0303,,,,,,
Zamzama Park - Shahrah-e-Pakistan - DHA - Karachi,24.8137,67.0373,,,,,,
MCB Bank - Khalid Bin Waleed Road - PECHS - Karachi,24.8724,67.0558,,,,,,
M.A.D School - Karachi - Sindh,24.8174,67.0397,,,,,,
UBL Fund Managers Head Office - Saddar Town - Karachi - Sindh,24.8435,67.0274,,,,,,
Pakistan Navy Fleet Club - Karachi - Sindh,24.857,67.0344,,,,,,
NIPA Chorangi - Gulshan-e-Iqbal - Karachi - Sindh,24.9179,67.0971,,,,,,
Axact Parking Lot - Defence Housing Authority - Karachi - Sindh,24.8294,67.074,,,,,,
"Subway - Khayaban-e-Iqbal - Block 9, Clifton - Karachi",24.8342,67.035,,,,,,
Marine Heights II - Marine Promenade - Saddar Town - - Sindh,24.8109,67.016,,,,,,
Khayban-e-Muhafiz - DHA Phase 6 - Karachi,24.795,67.0603,,,,,,
Sakhi Hassan-GraveYard - North Karachi Township - Karachi - Sindh,24.959,67.0543,,,,,,
Block 9 - Gulshan-e-Iqbal - Karachi,24.9093,67.0916,,,,,,
The Forum - Khayabane-e-Roomi - Block 9 Clifton - Karachi,24.8273,67.0378,,,,,,
Mauripur Road - Karachi,24.849,66.9901,,,,,,
Pavilion End Club - Aladin Amusement Park - Rashid Minas Road - Gulberg - Karachi,24.9151,67.108,,,,,,
Aladin Park - Gulshan-e-Iqbal - Karachi - Sindh,24.9113,67.1059,,,,,,
PIDC Bridge - PIDC Flyover - Saddar Town - Karachi - Sindh,24.8404,67.033,,,,,,
Aerosoft World Model Colony - Liaquat Avenue - Malir Cantonment - Karachi - Sindh,24.9022,67.1906,,,,,,
Bahria College Karsaz - Karsaz - Karachi - Sindh,24.8834,67.098,,,,,,
Bahria Auditorium - Karsaz - Karachi - Sindh,24.888,67.0894,,,,,,
Peshawari Ice Cream - Gulshan-e-Iqbal - Karachi - Sindh,24.9059,67.0798,,,,,,
Royal Taste Pizza - Malir Cantonment - Karachi - Sindh,24.9122,67.1851,,,,,,
Home - Near N Street - DHA Phase 4 - Karachi,24.8237,67.0579,,,,,,
Shaheed Foundation Pakistan - Abajee Street - Federal B Area - Karachi - Sindh,24.9459,67.0801,,,,,,
Hydri Super Market - North Nazimabad - Karachi - Sindh,24.9292,67.04,,,,,,
Patel Hospital - Gulshan-e-Iqbal - Karachi - Sindh,24.9356,67.0969,,,,,,
Madni Masjid Tablighi Markaz - Hussainabad Food Street - Gulberg - Karachi - Sindh,24.9228,67.0648,,,,,,
"Dawood Centre, PIDC, Karachi. - Saddar Town - Karachi - Sindh",24.8458,67.0231,,,,,,
Habib Bank - Manakji Road - Soldier Bazar - Karachi,24.8755,67.0313,,,,,,
DHA Marina Club - Zulfiqar Street 1 - - Karachi,24.7955,67.0798,,,,,,
St. Patrick's Cathedral - Saddar - Karachi,24.8615,67.0341,,,,,,
Khan Broast Restaurant - Federal B Area - Karachi - Sindh,24.935,67.073,,,,,,
Jason Luxury Apartments - Gulshan-e-Iqbal - Karachi - Sindh,24.8113,67.0219,,,,,,
Sir Syed College of Medical Sciences - Clifton - Karachi - Sindh,24.8174,67.0239,,,,,,
American Consulate - Mai Kolachi Bypass - Keamari Town - Karachi - Sindh,24.8412,67.0096,,,,,,
I will guide the captain,24.8736,67.061,,,,,,
Indus University - Gulshan-e-Iqbal - Karachi,24.8984,67.0798,,,,,,
Nishtar Park - Shahnawaz Bhutto Road - Jamshed Town - Karachi - Sindh,24.8747,67.0333,,,,,,
Aga Khan University Hospital - Stadium Road - Gulshan-e-Iqbal - Karachi - Sindh,24.892,67.0748,,,,,,
Sun Academy - Shahra-E-Umar Farooq Road - Gulberg - Karachi - Sindh,24.9403,67.0756,,,,,,
Al-Rehman Grammar School - New Karachi - Karachi - Sindh,25.0027,67.0578,,,,,,
Korangi 5 Stop - 5 no Gali - Korangi - Karachi - Sindh,24.8288,67.1644,,,,,,
Bombay Light House - Saddar Town - Karachi - Sindh,24.8544,67.0072,,,,,,
Techno City - Grant Road - Saddar Town - Karachi - Sindh,24.8508,67.0075,,,,,,
Gul Plaza - Saddar Town - Karachi - Sindh,24.865,67.0234,,,,,,
Sizzlerz Caf� & Grill - Gulshan-e-Iqbal - Karachi - Sindh,24.9307,67.0993,,,,,,
Rex Biryani - Saddar Town - Karachi - Sindh,24.8545,67.03,,,,,,
Hill Park - Jamshed Town - Karachi - Sindh,24.8697,67.0706,,,,,,
Food Centre - Saddar Town - Karachi - Sindh,24.8566,67.0156,,,,,,
Staff Lane 1 - Karachi,24.8312,67.0732,,,,,,
Holy Family Hospital - Aga Khan III Road - Saddar Town - Karachi - Sindh,24.8723,67.028,,,,,,
Samanzar Banquet - North Nazimabad - Karachi - Sindh,24.9527,67.0585,,,,,,
Lal's Patisserie - Khayaban-e-Shahbaz - Defence Housing Authority - Karachi - Sindh,24.8082,67.0615,,,,,,
Regal Electronics - Saddar Town - Karachi - Sindh,24.8606,67.026,,,,,,
Chatkharay - Stadium Lane 2 - DHA Phase 5 - Karachi,24.8137,67.0508,,,,,,
Faysal Bank - Business Avenue Centre - Shahrah-e-Faisal - P.E.C.H.S - Karachi,24.8638,67.0753,,,,,,
Bolton Market - M. A. Jinnah Road - Karachi,24.8518,67.0018,,,,,,
Depilex - Siraj-ud-Daula Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8793,67.0689,,,,,,
Chalet Bed & Breakfast - Clifton - Karachi - Sindh,24.8284,67.0334,,,,,,
Omega Mall Airport - Jinnah Avenue - Malir Cantonment - Karachi - Sindh,24.9047,67.1826,,,,,,
Agha Khan School - Jamshed Town - Karachi - Sindh,24.8778,67.0281,,,,,,
The Place - Nueplex Cinemas - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7793,67.0896,,,,,,
Check Post 2 Parking - Malir Cantonment - Karachi,24.9121,67.1979,,,,,,
National Bank of Pakistan - Sakhi Hasan - Block H - North Nazimabad - Karachi,24.9419,67.0469,,,,,,
Cooperative Market - Abdullah Haroon Road - Saddar Town - Karachi - Sindh,24.8594,67.0262,,,,,,
Jan's Broast Chicken - Raja Ghazanfar Ali Road - Saddar Town - Karachi - Sindh,24.8592,67.0291,,,,,,
Allied School - Korangi - Korangi - Karachi - Sindh,24.8328,67.1548,,,,,,
Ginsoy - Khayaban-e-Shahbaz - DHA Phase 6 - Karachi,24.8075,67.061,,,,,,
McDonalds - Seaview Road - Clifton - Karachi,24.8026,67.03,,,,,,
EFU Life Assurance - Aga Khan III Road (Garden Road) - Karachi - Sindh,24.8673,67.024,,,,,,
Dilpasand Sweets - Saddar Town - Karachi - Sindh,24.8603,67.0164,,,,,,
Kaymu.pk - Sea View Road - Karachi - Sindh,24.8019,67.0299,,,,,,
Allied School - Korangi - Korangi - Karachi - Sindh,24.8328,67.1549,,,,,,
Rizwan football club park - Gulberg - Karachi - Sindh,24.9315,67.0742,,,,,,
Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi,24.8298,67.0728,,,,,,
Dawood Center - Mount Khan Road - Saddar Town - Karachi - Sindh,24.846,67.0228,,,,,,
Faysal Bank Head Office - Shahrah-e-Faisal - Karachi,24.8568,67.0419,,,,,,
Del Frio - Kheyaban-e-Roomi - Clifton - Karachi - Sindh,24.8275,67.028,,,,,,
EFU Life Assurance Ltd H/O - Waja Abdul Sattar Mustikhan Road - Jamshed Town - Karachi - Sindh,24.8655,67.0705,,,,,,
Josh Malih Abadi Road - Karachi,24.9301,67.0578,,,,,,
Ziauddin Memorial Hospital - Nazimabad - Karachi - Sindh,24.9149,67.0266,,,,,,
Mazar-e-Quaid - M. A. Jinnah Road - Saddar Town - Karachi - Sindh,24.8608,67.0178,,,,,,
Steep Hill Drive - Karachi,24.9265,67.13,,,,,,
Park Towers - Shahrah-e-Faisal - Clifton - Karachi,24.8138,67.0275,,,,,,
Lyari Expressway - Karachi,24.9293,67.0844,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9306,67.0934,,,,,,
Oh My Grill - Commercial Avenue - Defence Housing Authority - Karachi - Sindh,24.814,67.0698,,,,,,
IOM Karachi Medical For UK Immigration - PECHS Block 6 - Jamshed Town - Karachi - Sindh,24.8593,67.0654,,,,,,
I.I Chundrigar Road - I.I Chundrigar Road - Saddar Town - Karachi - Sindh,24.8498,67.0075,,,,,,
McDonalds - Main Tariq Road - P.E.C.H.S - Karachi,24.8783,67.0642,,,,,,
Pearl Street - Karachi,24.9233,67.1309,,,,,,
Karachi Grammar School - Zaibunnisa Street - Saddar - Karachi,24.864,67.0279,,,,,,
Regal Chowk - Karachi,24.8606,67.024,,,,,,
Standard Charted Bank - World Trade Center - Khayaban-e-Roomi - Clifton - Karachi,24.827,67.0287,,,,,,
Sanofi-Aventis Pakistan Limited - Korangi - Karachi - Sindh,24.8331,67.0982,,,,,,
St. Patrick's High School - Saddar - Karachi,24.8625,67.0342,,,,,,
The Place - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7794,67.0896,,,,,,
Rashid Minhas Road - Karachi,24.9112,67.106,,,,,,
"Nujia - Near Ziauddin Medical University - Block 6, Shahrah-e-Ghalib - Clifton - karachi",24.928,67.0422,,,,,,
Khayban-e-Hilal - DHA Phase 6 - Karachi,24.8001,67.0525,,,,,,
Bella Vita - 8th Commercial Lane - Gizri - Karachi - Sindh,24.8183,67.0401,,,,,,
Block 3 - Gulshan-e-Iqbal - Karachi,24.9284,67.0928,,,,,,
Ramada Plaza Karachi Airport Hotel - Karachi,24.8942,67.1556,,,,,,
Laraib Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9222,67.0813,,,,,,
24th Commercial Street - Karachi,24.8305,67.0671,,,,,,
Burger King - Khayaban-e-Nishat Road - DHA Phase 6 - Karachi,24.8003,67.0573,,,,,,
CBM - Korangi - Karachi - Sindh,24.8122,67.1169,,,,,,
Chai Shai - Defence Housing Authority - Karachi - Sindh,24.7871,67.0571,,,,,,
Master Juice - 24th Commerical Street - Phase 2 Extension DHA - Karachi,24.8307,67.069,,,,,,
Horizon Tower - Kheyaban-e-Saadi - Clifton - Karachi - Sindh,24.8102,67.0191,,,,,,
Subway - Khayaban-e-Ittehad Road - DHA Phase 7 Ext - Karachi - Sindh,24.8318,67.0741,,,,,,
Dargah Abdullah Shah Ghazi - Shahrah-e-Firdousi - Clifton - Karachi - Sindh,24.8105,67.0305,,,,,,
18th Lane - DHA Phase 7 - Karachi,24.826,67.0694,,,,,,
"P13, Private Wing AGA Khan Hospital - Gulshan-e-Iqbal - Karachi - Sindh",24.8928,67.0729,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9306,67.0935,,,,,,
7th Gizri Lane - DHA Phase 4 - Karachi,24.82,67.056,,,,,,
Sre Majeed Karachi - Karsaz - Karachi - Sindh,24.8988,67.1057,,,,,,
Star City Mall - Depot Road - Saddar Town - Karachi - Sindh,24.8643,67.0261,,,,,,
KFC - Star City Shopping Mall - Garden Road - Saddar Town - Karachi,24.864,67.0258,,,,,,
Block L - North Nazimbad - Karachi,24.9442,67.052,,,,,,
New Memon Masjid - M. A. Jinnah Road - Saddar Town - Karachi - Sindh,24.8514,67.0001,,,,,,
Pak Colony - Sindh Industrial Trading Estate - Karachi - Sindh,24.9003,67.0137,,,,,,
Aslam Shaheed Road - Karachi,24.8905,67.058,,,,,,
Aziz Bhatti Park - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9132,67.0966,,,,,,
Fatima Jinnah Dental College - Jamshed Town - Karachi,24.8431,67.0711,,,,,,
Elaaj Trust - Khadda Market - Khayaban-e-Shamsheer - Karachi,24.8143,67.049,,,,,,
Shahrah-e-Firdousi - Karachi,24.8116,67.0291,,,,,,
Abul Hasan Isphahani Road - Karachi,24.9379,67.1033,,,,,,
National Medical Centre - Korangi Road - Defence Housing Authority - Karachi - Sindh,24.8467,67.0558,,,,,,
Burhani Avenue Road - Karachi,24.8689,67.0849,,,,,,
Rahat Park - Defence Housing Authority - Karachi - Sindh,24.8155,67.0755,,,,,,
Sindlab's Advanced Radiology Clinic - Jamshed Town - Karachi - Sindh,24.868,67.032,,,,,,
Chop Chop Wok - Defence Housing Authority - Karachi - Sindh,24.7963,67.0455,,,,,,
7 Mehmoodabad Main Rd - Mehmoodabad Main Road - Jamshed Town - Karachi - Sindh,24.8592,67.0816,,,,,,
N'eco's Natural Store & Cafe - Defence Housing Authority - Karachi - Sindh,24.7957,67.0641,,,,,,
Service Lane - Karachi,24.9041,67.0689,,,,,,
Gizri Graveyard - DHA Phase 4 - Karachi,24.818,67.0551,,,,,,
Sir Syed University of Engineering,24.9159,67.0929,,,,,,
Bundu Khan - Defence Housing Authority - Karachi - Sindh,24.7979,67.0452,,,,,,
KHA Club (Roses Marquee) - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9168,67.0941,,,,,,
Millennium Mall - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi,24.9012,67.1157,,,,,,
Dacca Sweets and Bakers - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi - Sindh,24.923,67.0932,,,,,,
MCB Bank - Nawaz Court Federal - Water Pump - Karachi,24.9369,67.0767,,,,,,
H.O.P.E.S. - Tabish Dehlavi Road - Nazimabad - Karachi - Sindh,24.9207,67.0299,,,,,,
Sephorah Salon - Defence Housing Authority - Karachi - Sindh,24.807,67.0401,,,,,,
Amjad Hospital - Rashid Minhas Road Service Lane - Gulshan-e-Iqbal - Karachi - Sindh,24.911,67.1051,,,,,,
Hot N Pepper - 7th Commercial Lane - Defence Housing Authority - Karachi - Sindh,24.8197,67.0669,,,,,,
New Road Service Lane - Karachi,24.9142,67.1212,,,,,,
Lane 5 - Lane 5 - Defence Housing Authority - Karachi - Sindh,24.7944,67.0665,,,,,,
Hot N Pepper - 7th Commercial Lane - Defence Housing Authority - Karachi - Sindh,24.8198,67.0667,,,,,,
U K Square - Gulberg - Karachi - Sindh,24.9375,67.0783,,,,,,
Bufferzone - Bufferzone - Karachi - Sindh,24.9582,67.0688,,,,,,
Jinnah International Flights - Departure / Short Stay - Karachi - Sindh,24.9002,67.1682,,,,,,
D Raju's Collegiate - Allama Shabbir Ahmed Usmani Flyover - Gulshan-e-Iqbal - Karachi - Sindh,24.9243,67.0908,,,,,,
Sohrab Goth - Rashid Minhas Road - Gulberg - Karachi - Sindh,24.9436,67.0844,,,,,,
Soneri Bank Haidery - Faizan Street(Khayban e Faizan) - North Nazimabad - Karachi - Sindh,24.939,67.0419,,,,,,
Baloch Colony - Gulshan-e-Iqbal - Karachi - Sindh,24.8721,67.08,,,,,,
38 38th St - 38th Street - Defence Housing Authority - Karachi - Sindh,24.7832,67.0524,,,,,,
Sheikh Saadi Road - Sheikh Saadi Road - North Nazimabad - Karachi - Sindh,24.9359,67.049,,,,,,
Blooming Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9248,67.0908,,,,,,
ICI Pakistan - Keamari Town - Karachi - Sindh,24.8528,66.983,,,,,,
House Of Habib - Baloch Colony Pedestrian Overpass - Jamshed Town - Karachi - Sindh,24.8662,67.0794,,,,,,
Ginsoy - SMCHS - Karachi,24.8919,67.0881,,,,,,
National Bank of Pakistan - Commercial Area - Shah Faisal Colony - Karachi,24.879,67.1397,,,,,,
Block T - North Nazimabad - Karachi,24.9575,67.0471,,,,,,
Nazimabad - Nazimabad - Karachi - Sindh,24.9111,67.0286,,,,,,
"Koel Cafe - Block 4, Scheme 5, Clifton - Karachi",24.808,67.0347,,,,,,
Dexter CNG Station - Allama Iqbal Road - Jamshed Town - Karachi - Sindh,24.8762,67.0522,,,,,,
Alle'Nora By Aliya Tipu - E Street - Clifton - Karachi - Sindh,24.8079,67.0343,,,,,,
Talat Sis - Near Commerical Avenue - DHA Phase 7 - Karachi,24.8115,67.0724,,,,,,
Karachi School for Business & Leadership - National Stadium Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8893,67.0701,,,,,,
B-165 - B-165 Korangi - Korangi - Karachi,24.8333,67.1539,,,,,,
Johar Chorangi - Johar Chorangi - Gulistan-e-Johar - Karachi - Sindh,24.9119,67.1151,,,,,,
Shahrah-e-Faisal - Shahrah-e-Faisal - Karachi - Sindh,24.8683,67.0851,,,,,,
Fakhri Trade Centre - Shahrah-e-Liaquat - Saddar Town - Karachi - Sindh,24.8528,67.0076,,,,,,
Mohammad Ali Jinnah University - Block 6 P.E.C.H.S - Shahrah-e-faisal service road south - karachi,24.86,67.0702,,,,,,
Chohtu Chai Wala - Defence Housing Authority - Karachi - Sindh,24.7955,67.0653,,,,,,
Airport - Near Jinnah International Airport (Domestic Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.9004,67.1682,,,,,,
Imtiaz Super Market - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9282,67.0878,,,,,,
Hilltop Lawn - Johar Mor Road - Gulshan-e-Iqbal - Karachi,24.9082,67.1191,,,,,,
Al Safaa Banquet - New Road Service Lane - Gulshan-e-Iqbal - Karachi - Sindh,24.9271,67.1121,,,,,,
Ambala Sweets And Bakers - Jamshed Town - Karachi - Sindh,24.8549,67.067,,,,,,
New Memon Masjid - M. A. Jinnah Road - Saddar Town - Karachi - Sindh,24.8608,67.0178,,,,,,
Tabish Dehlavi Road - Tabish Dehlavi Road - Nazimabad - Karachi - Sindh,24.9189,67.0303,,,,,,
Rizwan football club park - Gulberg - Karachi - Sindh,24.9316,67.0741,,,,,,
Bilal Masjid - Nazimabad - Karachi - Sindh,24.9128,67.0261,,,,,,
Baradari Bus Stop - Karachi,24.9787,67.0556,,,,,,
Lal Kothi Post Office - Shahrah-e-Faisal Road - Karachi,24.8624,67.0692,,,,,,
Dastagir Government Girls School - Federal B Area - Gulberg - Sindh,24.9229,67.0746,,,,,,
Memon Gali - Karachi,24.8322,67.0379,,,,,,
Metropole Hotel - Saddar Town - Karachi - Sindh,24.8528,67.0283,,,,,,
Riaz Uddin Ahmed Road - Karachi,24.9287,67.0246,,,,,,
"SCDA, PIDC House - Saddar Town - Karachi - Sindh",24.8462,67.0248,,,,,,
Scouts Training Park - Gulshan-e-Iqbal - Karachi - Sindh,24.9406,67.1049,,,,,,
Shan Hospital - Gulshan-e-Iqbal - Karachi - Sindh,24.9191,67.0955,,,,,,
Generation 2 Generation School - Gulberg - Karachi - Sindh,24.9209,67.064,,,,,,
The Court Marquee - Shahrah-e-Faisal Service Road North - Gulshan-e-Iqbal - Karachi - Sindh,24.873,67.0919,,,,,,
Norani Eid Gah Road - Karachi,24.9786,67.071,,,,,,
Elaaj Trust - Hijrat Colony (Sultanabad) - Moulvi Tamizuddin Khan Road - Karachi,24.8441,67.0208,,,,,,
Dr. Ziauddin Hospital - Keamari Town - Karachi - Sindh,24.8173,67.0074,,,,,,
Unnamed Road - Karachi,24.9139,67.0461,,,,,,
Oyster Tower - Saddar Town - Karachi - Sindh,24.8135,67.0022,,,,,,
esahulat 65270 - Shahrah Noor Jahan - North Nazimabad - Karachi - Sindh,24.9453,67.0404,,,,,,
Jail Chowrangi Flyover - Karachi,24.8842,67.0567,,,,,,
Gulshan Chowrangi Bus Stop - Gulshan-e-Iqbal - Karachi - Sindh,24.9219,67.0941,,,,,,
Oxford University Press - Korangi - Karachi - Sindh,24.8366,67.1056,,,,,,
Popular Avenue - Karachi,24.8117,67.0686,,,,,,
Tariq Road - Tariq Road - Jamshed Town - Karachi - Sindh,24.8727,67.0604,,,,,,
National Bank of Pakistan - Passport Office - Saddar - Karachi,24.8581,67.023,,,,,,
OMI Hospital - M. A. Jinnah Road - Saddar - Karachi,24.8674,67.026,,,,,,
Hill Top Banquet - Jauhar Chowrangi Road - Gulistan-e-Johar - Karachi - Sindh,24.9083,67.1187,,,,,,
Standard Chartered Bank - Khayaban-e-Shahbaz - Defence Housing Authority - Karachi - Sindh,24.8092,67.0626,,,,,,
Tower Bus Stop - Saddar Town - Karachi - Sindh,24.8479,66.9954,,,,,,
MCB Bank - F.B. Area Gulberg - Karachi,24.9457,67.0759,,,,,,
DHA Sports Club (Moin Khan Academy) - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.7794,67.0908,,,,,,
Shalimar Estate Apartments - Block 5 - Clifton - Karachi,24.8159,67.0291,,,,,,
Taheri Masjid - Saddar Town - Karachi - Sindh,24.8608,67.031,,,,,,
Khayaban-e-Tariq - Khayaban-e-Tariq - Defence Housing Authority - Karachi - Sindh,24.7908,67.069,,,,,,
Careem DHA Office - Jami Commercial Street 11 - Defence Housing Authority - Karachi - Sindh,24.8297,67.0733,,,,,,
KKT Orthopedic Spine Center Karachi - Ibn-e-Qasim Park Road - Clifton - Karachi - Sindh,24.8082,67.0295,,,,,,
Karachi Eat - Frere Hall - Fatima Jinnah Road - Frere Hall - Karachi,24.8473,67.033,,,,,,
Flynn Street - Flynn Street - Jamshed Town - Karachi - Sindh,24.8793,67.0273,,,,,,
Hussainabad Street - Karachi,24.9137,67.0589,,,,,,
Hyder's - Jamshed Town - Karachi - Sindh,24.8629,67.0546,,,,,,
Society Office RCHS Phase-2 - Gulshan-e-Iqbal - Karachi - Sindh,24.9504,67.147,,,,,,
7Dianz Burger Point - North Karachi Township - Karachi - Sindh,24.9683,67.0494,,,,,,
Shahrah Noor Jahan - Karachi,24.9484,67.0418,,,,,,
10th Commercial Street - DHA Phase 4 - Karachi,24.825,67.0611,,,,,,
Thunder Pins - Rashid Minhas Road - Karachi - Sindh,24.9012,67.1157,,,,,,
Haji Abdullah Haroon Muslim Gymkhana - Saddar Town - Karachi - Sindh,24.8506,67.0215,,,,,,
Badar Commercial Area - DHA Phase 5 - Karachi,24.7992,67.0453,,,,,,
25th Street - DHA Phase 6 - Karachi,24.7933,67.057,,,,,,
Chase Up - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.917,67.0964,,,,,,
SZABIST - Shahrah-e-Iran Road - Clifton - Karachi,24.8203,67.031,,,,,,
Shahrah-e-Usman - Karachi,24.9924,67.0653,,,,,,
ICAP CITY CAMPUS and Library - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9071,67.0816,,,,,,
ISAS Consultants - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9077,67.0823,,,,,,
Habitt - Shahrah-e-Faisal Service Road North - Jamshed Town - Karachi - Sindh,24.8656,67.0771,,,,,,
Bahadurabad Road No. 14 - Karachi,24.8843,67.0708,,,,,,
